Full Name,Fighter_Id,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt
Marina Rodriguez,cd2c4d30c6e13b47,No Nickname,5.6,115.0,65.0,Orthodox,17,6,2,False
Daniel Rodriguez,8a1f3b5c526cd6e6,D-Rod,6.1,170.0,74.0,Southpaw,20,5,0,False
Ray Rodriguez,90e0985df05e51bc,The Judge,5.7,135.0,70.0,Orthodox,16,8,0,False
Ronaldo Rodriguez,f2900678e98f6d6a,Lazy Boy,5.6,125.0,65.0,Orthodox,17,3,0,False
Drako Rodriguez,dc3b9cf7641b7ab6,No Nickname,5.8,135.0,69.0,Orthodox,7,3,0,False
Victor Rodriguez,f6e5972c9d16c40e,Vicious,5.5,125.0,67.0,Switch,7,4,0,False
Piera Rodriguez,e375cb5caf4717b6,La Fiera,5.3,115.0,63.0,Orthodox,11,2,0,False
Christian Rodriguez,5ec591b78349ba7e,Ceerod,5.7,145.0,71.0,Orthodox,12,4,0,False
Pete Rodriguez,776d4262c4da38bf,Dead Game,5.9,170.0,71.0,Switch,5,2,0,False
Imanol Rodriguez,6e8349a0a0476d60,Himan,5.4,125.0,64.0,Orthodox,6,0,0,False
Nick Roehrick,7195e2a932686f82,No Nickname,6.2,205.0,,Orthodox,7,1,0,False
Marcos Rogerio de Lima,ab943cd2c3c17825,Pezao,6.1,253.0,75.0,Orthodox,22,10,1,False
Brett Rogers,9141bb39310773c7,The Grim,6.5,265.0,81.0,Orthodox,17,10,0,False
Brian Rogers,f304aff405c4a8fa,The Professional Predator,5.11,185.0,,Orthodox,14,9,0,False
Pete Rogers Jr.,36f3d235493d35ad,The Heat,6.0,145.0,,Orthodox,2,4,0,False
Max Rohskopf,59a27d2e6d0802ac,Rated R,6.1,155.0,71.0,Orthodox,5,1,0,False
Marcelo Rojo,2804ce8dadab5770,Pitbull,5.8,145.0,71.0,Orthodox,16,10,0,False
Shane Roller,75e0d3cc2262b732,No Nickname,5.1,155.0,72.0,Orthodox,11,7,0,False
Jared Rollins,c4b6099f0d25f75e,J-Roc,5.9,170.0,,Orthodox,8,4,0,False
Tim Roman,3b83fec860a45ca1,No Nickname,6.1,170.0,,Orthodox,3,4,0,False
Alexandr Romanov,c0badf3243907e59,King Kong,6.2,262.0,75.0,Southpaw,18,3,0,False
Ricardo Romero,744e098e065cfdbe,No Nickname,6.0,205.0,76.0,Orthodox,11,3,0,False
Yoel Romero,f77c68bb4be8516d,Soldier of God,6.0,185.0,73.0,Southpaw,13,5,0,False
Anthony Romero,6f81399074fcdbba,The Genius,5.11,155.0,70.0,Orthodox,8,0,0,False
Kaleio Romero,33df417d0017eb0c,KO,5.1,145.0,69.0,Switch,6,2,0,False
Roberto Romero,15ea371202eb25e1,El Charro Negro,5.8,145.0,70.0,Orthodox,8,5,1,False
Mara Romero Borella,82cbb809d5ee565c,No Nickname,5.6,125.0,69.0,Orthodox,12,9,0,False
Cortavious Romious,8173f134396cb971,No Nickname,5.4,135.0,68.0,Southpaw,9,4,0,False
Juancamilo Ronderos,4a043165cf47cab2,100,5.3,125.0,64.0,Southpaw,4,2,0,False
 Rongzhu,a13d755965a4ec9f,No Nickname,5.9,155.0,71.0,Orthodox,27,6,0,False
Jesse Ronson,5580771f383e141f,The Body Snatcher,5.1,155.0,70.0,Southpaw,21,12,0,False
George Roop,3c0437fbeda06962,No Nickname,6.1,135.0,72.0,Orthodox,15,13,1,False
Joao Roque,0f6528b461e47462,No Nickname,5.6,155.0,,Orthodox,7,2,4,False
Aaron Rosa,11f8860028b68fcf,No Nickname,6.4,205.0,77.0,Orthodox,18,6,0,False
Charles Rosa,40093d1d2d78394e,Boston Strong,5.9,145.0,69.0,Switch,14,8,0,False
Karol Rosa,351c4ec637380ad5,No Nickname,5.5,135.0,67.0,Orthodox,19,7,0,False
Jacob Rosales,f7faf5b19e0dec2e,The Lil Badger,5.11,155.0,74.0,Orthodox,13,7,0,False
Raul Rosas Jr.,fe2babf95de24fb1,El Nino Problema,5.9,135.0,67.0,Switch,11,1,0,False
Hilarie Rose,b9163ec845c3bfc8,No Nickname,5.3,115.0,63.0,Orthodox,4,2,0,False
Jake Rosholt,4f2fcbefb668689d,No Nickname,6.1,185.0,,Orthodox,12,5,0,False
Jared Rosholt,91ea901c458e95dd,No Nickname,6.2,265.0,75.0,Orthodox,14,4,0,False
Kevin Rosier,598a58db87b890ee,No Nickname,6.4,275.0,,Orthodox,2,6,0,False
Zach Rosol,208b6926916867c7,No Nickname,,243.0,,Orthodox,3,2,0,False
Shannon Ross,51c655162e462ceb,The Turkish Delight,5.6,125.0,66.0,Switch,13,9,0,False
Nick Rossborough,ff3a915256b899c0,Leatherface,6.5,205.0,,Orthodox,26,19,1,False
Kristian Rothaermel,af49a6c491ca22a3,No Nickname,6.0,205.0,,Open Stance,4,3,0,False
Ben Rothwell,bd58d34e39b7b12a,No Nickname,6.4,265.0,78.0,Orthodox,39,14,0,False
Rick Roufus,872b018076f831b0,No Nickname,6.0,207.0,,Southpaw,4,6,0,False
Khalil Rountree Jr.,749f572d1d3161fb,No Nickname,6.1,205.0,76.0,Southpaw,15,7,0,False
Ronda Rousey,8bdac25ce0bb874d,Rowdy,5.7,135.0,66.0,Orthodox,12,2,0,False
Ray Routh,cba3a2dfbc06ce79,No Nickname,5.8,185.0,,Orthodox,2,1,0,False
Roberta Rovel,9d7fbf438766791f,Crusher,5.8,145.0,,Orthodox,4,1,0,False
Phil Rowe,8e382b585a92affe,The Fresh Prince,6.3,170.0,80.0,Orthodox,11,6,0,False
Cam Rowston,8ebc3a8da015d70c,No Nickname,6.3,185.0,78.0,Orthodox,13,3,0,False
Kain Royer,712aa894b3a344df,No Nickname,,185.0,,Orthodox,2,2,0,False
Brad Royster,09f8c233de88998d,No Nickname,,135.0,,Orthodox,1,2,0,False
Brandon Royval,6e15f63b6c2e2c15,Raw Dawg,5.9,125.0,68.0,Southpaw,17,8,0,False
Jairzinho Rozenstruik,2cd428e9606856fd,Bigi Boy,6.2,242.0,78.0,Orthodox,15,6,0,False
Mauricio Rua,140745cbbcb023ac,Shogun,6.1,205.0,76.0,Orthodox,27,14,1,False
Murilo Rua,90e7447d8b7f3f35,Ninja,5.11,185.0,,Orthodox,20,13,1,False
Marco Ruas,597db668b01c442c,King of the Streets,6.1,210.0,,Orthodox,9,4,2,False
Rodrigo Ruas,94070f6544c4b2a5,No Nickname,5.1,185.0,,Orthodox,4,5,1,False
Rodolfo Rubio Perez,c4731f43693b96b8,Fito,5.5,145.0,,Orthodox,10,16,1,False
Robert Ruchala,92aed9d16794f42b,Faker,5.8,145.0,72.0,Switch,11,2,0,False
Gabe Ruediger,ccba80d4820ef557,Godzilla,5.1,155.0,,Orthodox,18,8,0,False
Mauricio Ruffy,9c393e836a852f30,No Nickname,5.11,155.0,75.0,Orthodox,12,2,0,False
Eddie Ruiz,7b9aa973e5c04624,No Nickname,5.7,155.0,,Orthodox,1,1,0,False
Anthony Ruiz,657c21cb133f1445,El Toro,6.2,205.0,,Orthodox,33,22,0,False
Paul Ruiz,babc0b19e89cec6e,No Nickname,5.6,135.0,,Orthodox,7,4,0,False
Montserrat Conejo Ruiz,1235b31de15d0c6e,No Nickname,5.0,115.0,61.0,Southpaw,10,5,0,False
Mike Russow,353de740bb6c7e75,No Nickname,6.1,255.0,73.0,Orthodox,15,3,0,False
Bas Rutten,03688dc3c3af3ac1,El Guapo,6.1,205.0,,Orthodox,28,4,1,False
Mashrabjon Ruzibaev,e5a898f2a1afec67,Black Junior,5.8,155.0,67.0,Orthodox,20,4,1,False
Nursulton Ruziboev,49d2a08964c5eb11,Black,6.5,185.0,76.0,Orthodox,36,9,2,False
Casey Ryan,5b1b383265433f51,No Nickname,,185.0,,Orthodox,7,3,0,False
Yusup Saadulaev,b1669a810fae4220,Maestro,5.6,135.0,,Orthodox,16,4,1,False
Cameron Saaiman,3c8a5200436e19f3,MSP,5.8,135.0,67.0,Southpaw,9,3,0,False
Pete Sabala,7956f026e2672c47,No Nickname,,135.0,,Orthodox,3,15,0,False
Danny Sabatello,cb7ee07982de2a28,Italian Gangster,5.1,135.0,71.0,Orthodox,9,1,0,False
Pat Sabatini,b8bbdeff718dbb7d,No Nickname,5.8,145.0,70.0,Orthodox,21,5,0,False
Amir Sadollah,2650e2f846a30f64,No Nickname,5.1,170.0,75.0,Orthodox,6,5,0,False
Nazim Sadykhov,ff62013d2fce6d13,Black Wolf,5.1,155.0,69.0,Southpaw,11,2,1,False
Frankie Saenz,9ba2226646046b63,No Nickname,5.6,135.0,66.0,Orthodox,13,7,0,False
Terrance Saeteurn,a78f7a9135eb6249,Wrong Turn,5.6,125.0,67.0,Orthodox,8,2,0,False
Saparbeg Safarov,88d7b6d8230e1f3f,No Nickname,6.1,185.0,78.0,Orthodox,9,3,0,False
Tarec Saffiedine,0749d968e932df53,Sponge,5.1,170.0,70.0,Switch,16,7,0,False
Jason Saggo,4ac1ecf8ce59ef23,No Nickname,5.11,155.0,71.0,Orthodox,12,4,0,False
Kiru Sahota,296a120cb880477b,No Nickname,5.1,125.0,73.0,Orthodox,12,3,0,False
Tatsuya Saika,cc4e571964b084d4,Yanbo,6.0,155.0,73.0,Orthodox,11,5,0,False
Mridul Saikia,96c76dd695eb3b88,Crusher,5.7,125.0,68.0,Orthodox,8,1,0,False
Kaushik Saikumar,6a6c4709ebc5499a,The Pride of Chennai,5.1,135.0,71.0,Orthodox,5,1,0,False
Benoit Saint Denis,c2299ec916bc7c56,God of War,5.11,155.0,73.0,Southpaw,16,3,0,False
Ovince Saint Preux,50db8711c70196cd,No Nickname,6.3,205.0,80.0,Southpaw,27,18,0,False
Lukasz Sajewski,fb41432b622992a9,Wookie,5.8,155.0,71.0,Orthodox,13,3,0,False
Yukio Sakaguchi,94a5aaf573f780ad,No Nickname,5.9,185.0,,Orthodox,6,7,0,False
Augusto Sakai,441eacbe20e0e80b,No Nickname,6.3,265.0,77.0,Orthodox,16,5,1,False
Alessio Sakara,7f955f71fa2ce7ac,Legionarius,6.0,185.0,72.0,Orthodox,19,11,0,False
Wataru Sakata,d7907a9a968e4d29,No Nickname,5.9,195.0,,Southpaw,11,14,0,False
Gokhan Saki,4690d47bf725fd98,The Rebel,6.0,205.0,73.0,Orthodox,1,2,0,False
Kazushi Sakuraba,9b5b5a75523728f3,The Gracie Hunter,6.0,185.0,,Southpaw,26,17,1,False
Hayato Sakurai,85e26e2468b4e82f,Mach,5.7,168.0,,Orthodox,38,13,2,False
Ryuta Sakurai,ff9578cdbfabd323,No Nickname,5.7,183.0,,Orthodox,24,24,6,False
Justin Salas,9b198c73e3d0d289,J-Bomb,5.8,155.0,70.0,Southpaw,12,7,0,False
Ivan Salaverry,394f55ebca199124,No Nickname,6.0,185.0,,Orthodox,14,9,0,False
Roman Salazar,72c4b253d2f5ebf2,El Gallito,5.7,135.0,,Orthodox,10,6,0,False
Luis Saldana,12e0fdc606f7e274,No Nickname,5.11,145.0,73.0,Orthodox,16,7,1,False
John Salgado,3e36811b7bc1f6ad,Greco,5.1,170.0,,Orthodox,4,8,1,False
Muslim Salikhov,447f9858ae78f921,King of Kung Fu,5.11,170.0,70.0,Orthodox,22,6,0,False
Gabriel Salinas-Jones,74d5f71eeb0c66c7,No Nickname,6.1,245.0,,Orthodox,5,2,1,False
Brandon Saling,a049aa06508b9c7b,White Steel,5.1,170.0,,Orthodox,8,6,0,False
Quillan Salkilld,17734443a833cdf7,No Nickname,6.0,155.0,75.0,Orthodox,10,1,0,False
Sean Salmon,7c0847d3854a95f2,No Nickname,5.1,185.0,,Southpaw,18,21,0,False
Boston Salmon,98e946879ba20c0f,Boom Boom,5.9,135.0,69.0,Southpaw,6,3,0,False
John Salter,010986ee359fb863,No Nickname,6.1,185.0,74.0,Southpaw,14,3,0,False
Vinicius Salvador,65cdf4ec31143d86,No Nickname,5.7,135.0,70.0,Southpaw,14,7,0,False
Dylan Salvador,a7a3fb5f6c67b122,No Nickname,5.9,155.0,69.0,Southpaw,5,2,0,False
Josh Samman,9deff9e3e8d94d47,Anqa,6.3,185.0,79.0,Orthodox,13,4,0,False
Johnny Sampaio,b23388ff8ac6637b,No Nickname,5.8,170.0,,Orthodox,3,1,0,False
Josh Sampo,f65dcb22dada2223,The Gremlin,5.4,125.0,64.0,Orthodox,11,5,0,False
Josh San Diego,983e281d257c24dc,JSD,5.1,135.0,,Orthodox,8,3,0,False
Samuel Sanches,438d497617ecb16e,The Prodigy,5.1,155.0,74.0,Orthodox,11,1,0,False
Diego Sanchez,82e7929bf6c2b689,Nightmare,5.1,170.0,72.0,Southpaw,31,13,0,False
Eddie Sanchez,7f0b4a75ef3039a3,The Manic Hispanic,6.2,230.0,74.0,Orthodox,15,8,0,False
Julian Sanchez,c6da1c24fe473418,No Nickname,6.3,300.0,,Orthodox,0,1,0,False
Bobby Sanchez,6a0047ac8c99fece,The Kid,5.7,155.0,,Orthodox,10,35,0,False
Donald Sanchez,bb140b121283acbb,No Nickname,5.1,145.0,,Orthodox,31,17,0,False
Joby Sanchez,b12fc8a41e82d3a2,No Nickname,5.6,135.0,68.0,Orthodox,11,4,0,False
Emmanuel Sanchez,243a336eaa2d2eb4,El Matador,5.9,145.0,71.0,Orthodox,15,3,0,False
Erick Sanchez,ef3663798164adf0,No Nickname,5.1,145.0,,Orthodox,8,3,0,False
Andrew Sanchez,fccf811c1e8b01c7,El Dirte,6.1,185.0,74.0,Orthodox,13,7,0,False
Robert Sanchez,546f8599a63c29da,Littlefury,5.6,125.0,66.0,Orthodox,8,2,0,False
Jesse Sanders,59aaf2730b84698a,No Nickname,6.0,170.0,,Orthodox,23,7,0,False
Luke Sanders,96428b9e9bd048ea,Cool Hand,5.6,135.0,67.0,Southpaw,13,5,0,False
Jerrod Sanders,12f1b140e248bdb9,J-Reazie,5.8,135.0,72.0,Orthodox,16,3,0,False
Cory Sandhagen,65f09bacd3957381,No Nickname,5.11,135.0,70.0,Switch,18,6,0,False
Hugo Sandoval,9d51bcc281aa0514,No Nickname,,135.0,,Orthodox,2,3,0,False
Raul Sandoval,f9ad10f6a49e5452,No Nickname,,130.0,,Orthodox,3,3,0,False
Joseph Sandoval,696002b59f09d73b,No Nickname,5.7,135.0,,Southpaw,7,7,0,False
Hector Sandoval,449c890bd90f3374,Kid Alex,5.2,125.0,64.0,Orthodox,14,4,0,False
Chris Sanford,29f935654825331b,No Nickname,5.11,185.0,,Orthodox,5,1,0,False
Roldan Sangcha'an,57887765f831e228,The Executioner,5.4,125.0,,Orthodox,4,2,0,False
Yuhi Sano,4c12aa7ca246e7a4,No Nickname,5.11,243.0,,Orthodox,0,4,0,False
Martin Sano,16a64f93f6678b7b,Spartan,5.11,170.0,75.0,Orthodox,4,3,1,False
Jonathan Santa Maria,3143e5daff9e5b71,No Nickname,5.9,125.0,,Orthodox,3,4,0,False
Duda Santana,d6ead04919a894b1,Cowboyzinha,5.7,145.0,73.0,Orthodox,3,1,0,False
Shaheen Santana,19809d475ed832d5,Shazam,6.1,155.0,75.0,Orthodox,6,1,0,False
Neemias Santana,86989ee8fe97884d,No Nickname,6.2,185.0,76.0,Orthodox,7,3,1,False
Sean Santella,39792c2f42c9f527,Shorty Rock,5.5,125.0,,Orthodox,17,6,1,False
Jorge Santiago,f8dc544e7077d014,The Sandman,6.1,170.0,75.0,Orthodox,25,12,0,False
Mike Santiago,bc656db347f31e19,No Nickname,5.1,145.0,69.0,Orthodox,19,12,0,False
Will Santiago,4920292f5d9b76df,The Brown Bomber,5.7,185.0,,Orthodox,9,5,0,False
Richie Santiago,9f95d6b5b459cc6b,The Milford Mauler,5.7,135.0,67.0,Southpaw,7,2,0,False
Jose Santibanez,8299206ccebc44a7,No Nickname,,155.0,,Orthodox,10,3,0,False
Art Santore,012fc7cd0779c09a,Pachuco,6.2,185.0,,Orthodox,18,8,0,False
Adriano Santos,c6e6926a81adcd00,No Nickname,,,,Orthodox,0,1,0,False
Paulo Santos,7ca4c3f8aa8bacae,No Nickname,,,,Orthodox,0,3,0,False
Evangelista Santos,99bf06f20491cb54,Cyborg,5.1,170.0,76.0,Orthodox,21,18,0,False
Luis Santos,7701377be464d2ef,No Nickname,6.1,170.0,,Southpaw,63,10,1,False
Iliarde Santos,14aa21bc82cac57d,No Nickname,5.5,125.0,67.0,Orthodox,30,13,1,False
Leonardo Santos,9c65736747ca92ec,No Nickname,6.0,155.0,75.0,Orthodox,18,7,1,False
Thiago Santos,dea070ed4a2a8281,Marreta,6.2,205.0,76.0,Orthodox,22,11,0,False
Bruno Santos,da1d8d76404bb6b5,Carioca,5.9,185.0,,Orthodox,15,2,0,False
Andre Santos,5b5b78116d1fc3eb,Chatuba,6.0,170.0,,Orthodox,38,10,0,False
Gleristone Santos,d12ee718fb35c35c,Toninho Furia,5.9,145.0,,Orthodox,33,7,0,False
Yana Santos,3143bf892608139a,No Nickname,5.6,135.0,68.0,Orthodox,17,8,0,False
Taila Santos,f7467152fd9f18a2,No Nickname,5.6,125.0,68.0,Orthodox,19,3,0,False
Marilia Santos,4cb79988b2a9bd07,Chocolate,5.4,125.0,,Orthodox,10,3,0,False
Edivan Santos,78719f6663ad9160,Pe De Sapo,6.4,248.0,78.0,Orthodox,12,3,1,False
Daniel Santos,b67d6bacc68d4c92,Willycat,5.7,145.0,67.0,Orthodox,14,2,0,False
Gabriel Santos,f2f140ce7532e327,Mosquitinho,5.9,145.0,70.0,Orthodox,12,2,0,False
Luana Santos,5078e1dacf9d25f4,No Nickname,5.6,135.0,67.0,Orthodox,9,2,0,False
Djorden Santos,312f7d7b2b2f7de4,Shakur,6.0,185.0,75.0,Orthodox,11,2,0,False
Mairon Santos,480779d7f9a424d3,The Legend,5.7,145.0,72.0,Orthodox,18,1,0,False
Nick Sanzo,1d147d4163a6989b,No Nickname,5.9,190.0,,Orthodox,1,1,0,False
Bob Sapp,9f3d6ddef3d3cccc,The Beast,6.5,350.0,,Orthodox,11,20,0,False
Daniel Sarafian,7e47047d0971d566,No Nickname,5.9,185.0,73.0,Orthodox,10,6,0,False
Jeka Saragih,57186c150c645200,No Nickname,5.8,145.0,69.0,Orthodox,14,5,0,False
Diego Saraiva,4f4dac51adc1af4f,The Octopus,5.6,155.0,,Orthodox,22,20,1,False
Harris Sarmiento,026b4f7049085842,The Hitman,5.9,155.0,,Orthodox,36,26,0,False
Alexander Sarnavskiy,2097b1a5ff47dfb0,Tiger,5.11,155.0,,Orthodox,35,6,0,False
Yuki Sasaki,e5c38954c006f15c,No Nickname,6.2,185.0,,Orthodox,25,22,2,False
Kyosuke Sasaki,23bd78c3f89bdb54,No Nickname,5.7,183.0,,Southpaw,3,7,4,False
Yuta Sasaki,7c3c48cf54a2848e,Ulka,5.1,125.0,71.0,Southpaw,21,6,2,False
Paul Sass,7b143a54451263d9,No Nickname,6.0,155.0,73.0,Orthodox,14,2,0,False
Keisuke Sasu,b7bcf6dfbbb7c16c,Sasuke,5.5,145.0,69.0,Switch,11,3,1,False
Masaaki Satake,f4a031ac205ac580,No Nickname,6.1,220.0,,Orthodox,1,8,1,False
Takenori Sato,276c60b14b571dd4,No Nickname,5.1,170.0,,Southpaw,19,11,7,False
Takashi Sato,8abac218746e04ca,Ten,5.1,170.0,73.0,Southpaw,16,7,0,False
Shogo Sato,c982b98d33825763,Tora,5.7,170.0,66.0,Southpaw,5,1,0,False
Uran Satybaldiev,02f484417a6fa69d,Gorilla,6.4,205.0,79.0,Orthodox,9,1,0,False
Jeimeson Saudino,f6f9d41669dd3eaa,The Minion,5.6,135.0,,Orthodox,8,5,0,False
Tom Sauer,36ab6af06e312b41,No Nickname,6.1,263.0,,Orthodox,25,12,0,False
Townsend Saunders,20bd6c3e03c46ee6,No Nickname,5.5,170.0,,Orthodox,0,2,0,False
Ben Saunders,484acc7b0f856ce9,Killa B,6.2,170.0,77.0,Orthodox,22,13,2,False
Chad W. Saunders,4fe9492959834bf7,No Nickname,5.1,170.0,,Orthodox,7,2,0,False
Chris Saunders,b35a159f525764eb,The So Cal Kid,5.8,155.0,,Orthodox,16,8,0,False
Christien Savoie,67f0d1b1b0b39bec,The Tiger,5.11,170.0,72.0,Orthodox,10,2,1,False
Lumumba Sayers,402ea3b5ee233852,No Nickname,6.0,185.0,,Orthodox,6,5,0,False
Matt Sayles,5b8ba8f5512893b1,No Nickname,5.7,155.0,68.0,Orthodox,8,4,0,False
Brandon Sayles,72b7c071910990b1,Man of War,6.5,265.0,,Orthodox,5,1,0,False
Mikheil Sazhiniani,22a1f83edb865aee,Spartan,6.0,205.0,71.0,Orthodox,13,3,0,False
Mark Scanlon,771b60ff889661c8,No Nickname,5.9,170.0,,Orthodox,9,2,0,False
Eric Schafer,f59f1d3a2ff13edd,Red,6.3,185.0,76.0,Orthodox,14,8,2,False
Kerry Schall,030f08370fd1c2bb,Meat Truck,6.2,265.0,,Orthodox,24,13,0,False
Eric Schambari,66e981516e2476d1,No Nickname,5.11,185.0,,Orthodox,15,6,0,False
Brendan Schaub,89a407032911e27e,Big Brown,6.4,245.0,78.0,Orthodox,10,5,0,False
Matheus Scheffel,a296ad1d238d97df,Buffa,6.2,205.0,75.0,Orthodox,14,7,0,False
Antonio Schembri,a3244e3238541482,Nino,5.9,205.0,,Orthodox,5,5,0,False
Fabiano Scherner,0bc7e61d204f2137,Pegaleve,6.3,257.0,,Orthodox,11,10,0,False
Samy Schiavo,1208ffc5be6e31ad,No Nickname,5.8,155.0,,Orthodox,10,6,0,False
Pat Schilling,de12bd65e2f46478,Thrilling,5.8,145.0,,Orthodox,5,2,0,False
Joe Schilling,f41fad444939056b,No Nickname,6.3,185.0,,Orthodox,2,5,0,False
Semmy Schilt,d5ed14b2153c6ed2,Hightower,6.1,265.0,,Orthodox,26,14,1,False
Adam Schindler,89ea01f5a7ada40c,No Nickname,5.8,155.0,,Orthodox,10,6,0,False
Daniel Schmitt,bd02e222a6166d50,No Nickname,,185.0,,Orthodox,2,3,0,False
Colleen Schneider,aa943b9bc00cb0ed,No Nickname,,135.0,,Orthodox,11,7,0,False
Matt Schnell,67c1d46f4ed16f9e,Danger,5.8,125.0,70.0,Orthodox,17,10,0,False
Alex Schoenauer,fdfef29ba17ee525,No Nickname,6.3,185.0,,Orthodox,15,10,0,False
Bailey Schoenfelder,b0353e7f5038dd09,Berserk,6.3,265.0,76.0,Orthodox,5,1,0,False
Darrill Schoonover,5a558ba1ff5e9121,The Boss,6.2,220.0,,Orthodox,14,8,0,False
Bob Schrijber,d86e913c548c07c2,Dirty,6.0,240.0,,Orthodox,20,17,1,False
Nate Schroeder,040426baba8a45e8,No Nickname,6.1,230.0,,Orthodox,11,10,0,False
Lacey Schuckman,e44c679c30403cba,No Nickname,5.3,125.0,,Orthodox,11,10,0,False
Mark Schultz,c1684f00c626f4c0,No Nickname,5.9,200.0,,Orthodox,1,1,0,False
Wes Schultz,b4443fae47e7eb9d,Party Time,6.2,185.0,77.0,Orthodox,8,2,0,False
Brian Schwartz,99c80d2bd5dbe5a9,No Nickname,6.3,170.0,,Orthodox,1,1,0,False
Eric Schwartz,79cbdf233e5e0496,No Nickname,,205.0,,Orthodox,2,0,0,False
Justin Scoggins,9fa568ad2bf2cb0b,No Nickname,5.7,125.0,66.0,Southpaw,11,5,0,False
Brad Scott,34e552520a934063,Bear,6.1,170.0,76.0,Orthodox,11,6,0,False
Greg Scott,0b235384fe23fc9c,No Nickname,5.9,145.0,,Orthodox,3,4,0,False
Louis Lee Scott,4327506eb9ee342f,Lightning,5.8,135.0,70.0,Orthodox,10,0,0,False
Zachary Scroggin,03dee485905dbc9f,No Nickname,6.3,170.0,74.0,Orthodox,7,1,0,False
Mike Seal,0c01568b1ac77bff,Crazy Boy,6.4,185.0,,Orthodox,13,15,1,False
Demba Seck,b9af9f8834e39d3e,Black Tiger,6.1,145.0,74.0,Orthodox,10,3,0,False
Matt Secor,d1ce40aca99a9b70,No Nickname,6.0,170.0,,Orthodox,8,4,0,False
Kenneth Seegrist,55e94a9b525dcf45,No Nickname,6.0,185.0,,Orthodox,4,7,0,False
Neil Seery,49a74b9fb2e45fdf,2Tap,5.4,125.0,64.0,Orthodox,16,13,0,False
Rony Sefo,d6b68eaf4b68b160,No Nickname,5.9,225.0,,Orthodox,0,2,0,False
Ray Sefo,646d5dbe509accd4,Sugarfoot,6.0,240.0,,Orthodox,2,2,0,False
Brendan Seguin,e4bb7e483c4ad318,No Nickname,6.0,185.0,,Orthodox,23,19,1,False
Tetsuya Seki,5e1062e066c601e6,No Nickname,5.1,155.0,,Orthodox,14,8,1,False
Stefan Sekulic,348dff4e03bd18c6,No Nickname,6.0,170.0,75.0,Southpaw,12,4,0,False
Pete Sell,0359313549d230a1,Drago,5.11,170.0,75.0,Orthodox,10,7,0,False
Matthew Semelsberger,4aa58269d0664b5b,Semi The Jedi,6.1,170.0,75.0,Switch,11,8,0,False
Andrei Semenov,5f2f0da6fd6a84fd,No Nickname,6.0,185.0,,Orthodox,34,9,2,False
Mackens Semerzier,51b1e2fd9872005b,Da Menace,5.9,145.0,72.0,Orthodox,8,4,0,False
Brandon Sene,3ed134d85dfbd7b4,No Nickname,5.11,205.0,,Orthodox,2,2,0,False
YeDam Seo,762572d67204fadb,No Nickname,5.3,115.0,63.0,Orthodox,7,4,0,False
DongHyun Seo,0505e27a5d00704a,Pinnacle,5.7,145.0,67.0,Orthodox,7,3,1,False
Kim In Seok,88b250ba222c3a98,No Nickname,5.6,145.0,,Orthodox,3,6,0,False
Ray Seraille,2f04c4183523be2e,No Nickname,6.3,246.0,,Orthodox,8,9,0,False
Ivan Serati,b23fca14c7b79935,No Nickname,6.0,205.0,,Orthodox,12,4,0,False
Alex Serdyukov,253d3f9e97ca149a,The Russian Crusher,6.2,170.0,74.0,Orthodox,8,5,0,False
Nicholas Sergiacomi,efab191f204ffa17,No Nickname,,170.0,,Orthodox,1,1,0,False
Matt Serra,86dfed7cc24a9fa7,The Terra,5.6,170.0,68.0,Orthodox,11,7,0,False
Nick Serra,1975c2272ba40e71,The Mad Monkey,5.9,170.0,,Orthodox,7,3,0,False
Adrian Serrano,e7ec11096eac0282,No Nickname,5.8,170.0,,Orthodox,56,29,4,False
Fredy Serrano,0ccab7c889ede9ea,El Profe,5.3,125.0,65.0,Orthodox,3,2,0,False
Carl Seumanutafa,dadaeb402526dca5,No Nickname,6.1,255.0,,Orthodox,10,8,0,False
Igor Severino,6ad8e4296f7522d9,No Nickname,5.7,125.0,69.0,Orthodox,8,1,0,False
Dan Severn,c670aa48827d6be6,The Beast,6.2,250.0,,Southpaw,101,19,1,False
Rosi Sexton,5dfe71ade71f3a4b,The Surgeon,5.3,135.0,,Orthodox,13,5,0,False
Rodrigo Sezinando,c06d6b18862f9a53,No Nickname,5.9,170.0,71.0,Orthodox,9,2,0,False
Scott Shaffer,5c38639f860a5542,No Nickname,5.7,145.0,,Orthodox,0,1,0,False
Edmen Shahbazyan,4144798612ef96e5,The Golden Boy,6.2,185.0,75.0,Orthodox,16,5,0,False
Leon Shahbazyan,9eed2bcc9e0b92af,No Nickname,6.4,170.0,74.0,Orthodox,7,2,0,False
Don Shainis,da4628f173337902,Shameless,5.6,145.0,67.0,Orthodox,12,5,0,False
Liliya Shakirova,f300763147320d12,No Nickname,5.4,125.0,65.0,Orthodox,8,2,0,False
Kamal Shalorus,ece280745f8727b8,Prince of Persia,5.8,155.0,68.0,Orthodox,9,5,2,False
Ken Shamrock,63b65af1c5cb02cb,The World's Most Dangerous Man,6.1,205.0,72.0,Orthodox,28,17,2,False
Frank Shamrock,fcaae0385b514f11,No Nickname,5.1,185.0,,Orthodox,23,10,2,False
Shang Zhifa,5a7350645bc9bd6e,Northeast Flying Tiger,5.7,125.0,63.0,Orthodox,32,8,0,False
